14 1550269 0.67
14 1313657 0.67
14 1586699 0.67
14 1588484 0.67
14 41175 0.67
14 573277 0.67
14 1627251 0.67
14 1104868 0.67
14 847293 0.67
14 847800 0.67
14 1846235 0.67
14 2172373 0.67
14 2175234 0.67
14 1391590 0.67
14 1917198 0.67
14 1130972 0.67
14 1136623 0.67
14 2457258 0.67
14 2197720 0.67
14 1413645 0.67
14 1154093 0.67
14 1670826 0.67
14 634189 0.67
14 2727392 0.67
14 1952238 0.67
14 1966212 0.67
14 1706891 0.67
14 1445761 0.67
14 925256 0.67
14 3023386 0.67
14 24339 0.67
14 2928692 0.67
14 898839 0.67
14 156100 0.67
14 2522712 0.67
14 1295250 0.67
14 3055373 0.67
14 1520003 0.67
14 962704 0.67
14 705337 0.67
14 293233 0.67
14 1737209 0.67
14 3157880 0.67
14 1512859 0.67
14 1517915 0.67
14 1264636 0.67
14 2051738 0.67
14 784186 0.67
14 1741255 0.67
14 2323333 0.67
14 2324398 0.67
14 492057 0.67
14 1804497 0.67
14 3116028 0.67
14 1131224 0.67
14 1549485 0.67
14 1813417 0.67
14 3229693 0.67
14 1554024 0.67
14 1030937 0.67
14 1378794 0.67
1310816 2360170 0.67
1310816 2360795 0.67
1310816 2362794 0.67
1310816 1317642 0.67
1310816 2105411 0.67
1310816 2631452 0.67
1310816 796475 0.67
1310816 1320950 0.67
1310816 1585331 0.67
1310816 832254 0.67
1310816 1007896 0.67
1310816 1068595 0.67
1310816 296002 0.67
1310816 34523 0.67
1310816 1346314 0.67
1310816 1610925 0.67
1310816 224811 0.67
1310816 42260 0.67
1310816 43206 0.67
1310816 829649 0.67
1310816 1092523 0.67
1310816 1095193 0.67
1310816 1097848 0.67
1310816 1100921 0.67
1310816 1625392 0.67
1310816 1102915 0.67
1310816 2151670 0.67
1310816 320283 0.67
1310816 2158252 0.67
1310816 1896624 0.67
1310816 1111827 0.67
1310816 589380 0.67
1310816 2108015 0.67
1310816 329471 0.67
1310816 1846455 0.67
1310816 856250 0.67
1310816 1366099 0.67
1310816 1540925 0.67
