14 -- 1550269 [label 0.67
14 -- 1313657 [label 0.67
14 -- 2974 [label 0.50
14 -- 267449 [label 0.50
14 -- 530240 [label 0.50
14 -- 1057060 [label 0.50
14 -- 1585487 [label 0.50
14 -- 1323726 [label 0.50
14 -- 1586699 [label 0.67
14 -- 1588484 [label 0.67
14 -- 19100 [label 0.50
14 -- 1071842 [label 0.50
14 -- 23847 [label 0.50
14 -- 548364 [label 0.50
14 -- 1599937 [label 0.50
14 -- 290120 [label 0.50
14 -- 29411 [label 0.50
14 -- 816359 [label 0.50
14 -- 1796553 [label 0.50
14 -- 2654697 [label 0.50
14 -- 2657512 [label 0.50
14 -- 1493868 [label 0.50
14 -- 1872237 [label 0.50
14 -- 1350134 [label 0.50
14 -- 41175 [label 0.67
14 -- 1186868 [label 0.50
14 -- 2140510 [label 0.50
14 -- 1056464 [label 0.50
14 -- 573277 [label 0.67
14 -- 837734 [label 0.50
14 -- 1627251 [label 0.67
14 -- 168368 [label 0.50
14 -- 1104868 [label 0.67
14 -- 842730 [label 0.50
14 -- 318830 [label 0.50
14 -- 2943371 [label 0.50
14 -- 847293 [label 0.67
14 -- 585453 [label 0.50
14 -- 847800 [label 0.67
14 -- 1276492 [label 0.50
14 -- 325087 [label 0.50
14 -- 1846235 [label 0.67
14 -- 68368 [label 0.50
14 -- 2168976 [label 0.50
14 -- 1121694 [label 0.50
14 -- 597793 [label 0.50
14 -- 187053 [label 0.50
14 -- 1646802 [label 0.50
14 -- 85464 [label 0.50
14 -- 2172373 [label 0.67
14 -- 1911704 [label 0.50
14 -- 1388067 [label 0.50
14 -- 2175234 [label 0.67
14 -- 2328789 [label 0.50
14 -- 603696 [label 0.50
14 -- 1391590 [label 0.67
14 -- 868212 [label 0.50
14 -- 1917198 [label 0.67
14 -- 1130972 [label 0.67
14 -- 1655505 [label 0.50
14 -- 2704756 [label 0.50
14 -- 86138 [label 0.50
14 -- 2183315 [label 0.50
14 -- 1136623 [label 0.67
14 -- 1400107 [label 0.50
14 -- 1139822 [label 0.50
14 -- 880958 [label 0.50
14 -- 883376 [label 0.50
14 -- 2457258 [label 0.67
14 -- 2195548 [label 0.50
14 -- 2197720 [label 0.67
14 -- 363073 [label 0.50
14 -- 1413645 [label 0.67
14 -- 2725725 [label 0.50
14 -- 890753 [label 0.50
14 -- 3512529 [label 0.50
14 -- 1154093 [label 0.67
14 -- 3514828 [label 0.50
14 -- 1670826 [label 0.67
14 -- 1241603 [label 0.50
14 -- 634189 [label 0.67
14 -- 2727392 [label 0.67
14 -- 1423075 [label 0.50
14 -- 1947387 [label 0.50
14 -- 1424445 [label 0.50
14 -- 1426686 [label 0.50
14 -- 640481 [label 0.50
14 -- 2214176 [label 0.50
14 -- 1952238 [label 0.67
14 -- 2725694 [label 0.50
14 -- 1953349 [label 0.50
14 -- 3002154 [label 0.50
14 -- 1693241 [label 0.50
14 -- 646615 [label 0.50
14 -- 2219920 [label 0.50
14 -- 1698322 [label 0.50
14 -- 1462757 [label 0.50
14 -- 1175419 [label 0.50
14 -- 1966212 [label 0.67
14 -- 394439 [label 0.50
14 -- 132398 [label 0.50
14 -- 1706891 [label 0.67
14 -- 2755490 [label 0.50
14 -- 2231816 [label 0.50
14 -- 1445761 [label 0.67
14 -- 1970489 [label 0.50
14 -- 1447823 [label 0.50
14 -- 925256 [label 0.67
14 -- 1187960 [label 0.50
14 -- 3023386 [label 0.67
14 -- 1451644 [label 0.50
14 -- 141057 [label 0.50
14 -- 1159509 [label 0.50
14 -- 405400 [label 0.50
14 -- 2241556 [label 0.50
14 -- 931592 [label 0.50
14 -- 24339 [label 0.67
14 -- 146139 [label 0.50
14 -- 2928692 [label 0.67
14 -- 898839 [label 0.67
14 -- 1335808 [label 0.50
14 -- 156100 [label 0.67
14 -- 1467849 [label 0.50
14 -- 423685 [label 0.50
14 -- 949244 [label 0.50
14 -- 162955 [label 0.50
14 -- 2522712 [label 0.67
14 -- 2523555 [label 0.50
14 -- 1213835 [label 0.50
14 -- 115287 [label 0.50
14 -- 1295250 [label 0.67
14 -- 3055373 [label 0.67
14 -- 1252137 [label 0.50
14 -- 1520003 [label 0.67
14 -- 1081815 [label 0.50
14 -- 962704 [label 0.67
14 -- 1225742 [label 0.50
14 -- 2275962 [label 0.50
14 -- 705337 [label 0.67
14 -- 772946 [label 0.50
14 -- 707979 [label 0.50
14 -- 293233 [label 0.67
14 -- 190518 [label 0.50
14 -- 2813148 [label 0.50
14 -- 716521 [label 0.50
14 -- 193631 [label 0.50
14 -- 197530 [label 0.50
14 -- 1737209 [label 0.67
14 -- 3157880 [label 0.67
14 -- 987788 [label 0.50
14 -- 1512859 [label 0.67
14 -- 1514330 [label 0.50
14 -- 2565026 [label 0.50
14 -- 687752 [label 0.50
14 -- 1517915 [label 0.67
14 -- 1780443 [label 0.50
14 -- 3091796 [label 0.50
14 -- 2043551 [label 0.50
14 -- 1522000 [label 0.50
14 -- 998510 [label 0.50
14 -- 213162 [label 0.50
14 -- 2574241 [label 0.50
14 -- 1264636 [label 0.67
14 -- 2051738 [label 0.67
14 -- 1789698 [label 0.50
14 -- 1003550 [label 0.50
14 -- 1003773 [label 0.50
14 -- 3219534 [label 0.50
14 -- 784186 [label 0.67
14 -- 1793338 [label 0.50
14 -- 1008674 [label 0.50
14 -- 1271753 [label 0.50
14 -- 1741255 [label 0.67
14 -- 1392020 [label 0.50
14 -- 2323333 [label 0.67
14 -- 1537561 [label 0.50
14 -- 2324398 [label 0.67
14 -- 1278206 [label 0.50
14 -- 492057 [label 0.67
14 -- 1280040 [label 0.50
14 -- 1804497 [label 0.67
14 -- 3116028 [label 0.67
14 -- 1131224 [label 0.67
14 -- 1021231 [label 0.50
14 -- 1000433 [label 0.50
14 -- 2617868 [label 0.50
14 -- 238328 [label 0.50
14 -- 1549485 [label 0.67
14 -- 501653 [label 0.50
14 -- 1813417 [label 0.67
14 -- 3229693 [label 0.67
14 -- 1554024 [label 0.67
14 -- 1030937 [label 0.67
14 -- 1395379 [label 0.50
14 -- 1032993 [label 0.50
14 -- 248990 [label 0.50
14 -- 1035923 [label 0.50
14 -- 2871554 [label 0.50
14 -- 1378794 [label 0.67
14 -- 515715 [label 0.50
14 -- 1827874 [label 0.50
14 -- 1834434 [label 0.50
2665133 -- 566107 [label 0.44
40 -- 290285 [label 0.50
40 -- 1117950 [label 0.44
40 -- 1620382 [label 0.50
40 -- 224031 [label 0.50
462636 -- 258399 [label 0.44
462636 -- 274958 [label 0.43
462636 -- 148297 [label 0.44
462636 -- 2039759 [label 0.44
1310816 -- 2360170 [label 0.67
1310816 -- 306039 [label 0.50
1310816 -- 2360795 [label 0.67
1310816 -- 2362794 [label 0.67
1310816 -- 1317642 [label 0.67
1310816 -- 2105411 [label 0.67
1310816 -- 2106975 [label 0.50
1310816 -- 2631452 [label 0.67
1310816 -- 796475 [label 0.67
1310816 -- 1320950 [label 0.67
1310816 -- 2370674 [label 0.50
1310816 -- 1585331 [label 0.67
1310816 -- 832254 [label 0.67
1310816 -- 3159244 [label 0.50
1310816 -- 1850652 [label 0.50
1310816 -- 17315 [label 0.50
1310816 -- 1590252 [label 0.50
1310816 -- 1007896 [label 0.67
1310816 -- 1882001 [label 0.50
1310816 -- 1068595 [label 0.67
1310816 -- 1069405 [label 0.50
1310816 -- 1597077 [label 0.50
1310816 -- 1343014 [label 0.50
1310816 -- 1605220 [label 0.50
1310816 -- 296002 [label 0.67
1310816 -- 34523 [label 0.67
1310816 -- 2656829 [label 0.50
1310816 -- 1346314 [label 0.67
1310816 -- 49834 [label 0.50
1310816 -- 1610925 [label 0.67
1310816 -- 224811 [label 0.67
1310816 -- 42260 [label 0.67
1310816 -- 43206 [label 0.67
1310816 -- 829649 [label 0.67
1310816 -- 1092523 [label 0.67
1310816 -- 1357334 [label 0.50
1310816 -- 1095193 [label 0.67
1310816 -- 2407554 [label 0.50
1310816 -- 1097427 [label 0.50
1310816 -- 1097848 [label 0.67
1310816 -- 2236275 [label 0.50
1310816 -- 3241510 [label 0.50
1310816 -- 1100921 [label 0.67
1310816 -- 1625392 [label 0.67
1310816 -- 1102915 [label 0.67
1310816 -- 2151670 [label 0.67
1310816 -- 320283 [label 0.67
1310816 -- 2419123 [label 0.50
1310816 -- 60194 [label 0.50
1310816 -- 2158252 [label 0.67
1310816 -- 927746 [label 0.50
1310816 -- 1896624 [label 0.67
1310816 -- 1111827 [label 0.67
1310816 -- 589380 [label 0.67
1310816 -- 2108015 [label 0.67
1310816 -- 329471 [label 0.67
1310816 -- 1903522 [label 0.50
1310816 -- 1846455 [label 0.67
1310816 -- 856250 [label 0.67
1310816 -- 1366099 [label 0.67
1310816 -- 1540925 [label 0.67
1310816 -- 2692286 [label 0.50
1310816 -- 1119569 [label 0.67
1310816 -- 1120347 [label 0.50
1310816 -- 1122526 [label 0.50
1310816 -- 1125234 [label 0.50
1310816 -- 1912056 [label 0.67
1310816 -- 2961055 [label 0.67
1310816 -- 2328789 [label 0.67
1310816 -- 342967 [label 0.67
1310816 -- 1654829 [label 0.50
1310816 -- 2359612 [label 0.50
1310816 -- 88033 [label 0.50
1310816 -- 539262 [label 0.67
1310816 -- 1401892 [label 0.50
1310816 -- 1141443 [label 0.67
1310816 -- 879369 [label 0.67
1310816 -- 1142505 [label 0.67
1310816 -- 1404744 [label 0.67
1310816 -- 620234 [label 0.67
1310816 -- 885154 [label 0.67
1310816 -- 1148698 [label 0.50
1310816 -- 1410845 [label 0.67
1310816 -- 1673792 [label 0.50
1310816 -- 1149886 [label 0.50
1310816 -- 1150085 [label 0.50
1310816 -- 3163177 [label 0.50
1310816 -- 1415766 [label 0.50
1310816 -- 105871 [label 0.67
1310816 -- 1154833 [label 0.50
1310816 -- 893739 [label 0.50
1310816 -- 2369208 [label 0.67
1310816 -- 897959 [label 0.67
1310816 -- 112110 [label 0.50
1310816 -- 1423532 [label 0.50
1310816 -- 1948759 [label 0.67
1310816 -- 1687788 [label 0.50
1310816 -- 1950347 [label 0.50
1310816 -- 115514 [label 0.67
1310816 -- 380994 [label 0.67
1310816 -- 1954246 [label 0.67
1310816 -- 1169520 [label 0.50
1310816 -- 1172660 [label 0.50
1310816 -- 2161971 [label 0.50
1310816 -- 389045 [label 0.50
1310816 -- 2191829 [label 0.50
1310816 -- 1178705 [label 0.67
1310816 -- 393507 [label 0.50
1310816 -- 394399 [label 0.50
1310816 -- 1444984 [label 0.67
1310816 -- 2493675 [label 0.50
1310816 -- 397249 [label 0.67
1310816 -- 1289556 [label 0.67
1310816 -- 1971332 [label 0.50
1310816 -- 1711273 [label 0.50
1310816 -- 925343 [label 0.67
1310816 -- 1711973 [label 0.50
1310816 -- 401643 [label 0.50
1310816 -- 664906 [label 0.50
1310816 -- 143951 [label 0.67
1310816 -- 407455 [label 0.50
1310816 -- 412234 [label 0.50
1310816 -- 412583 [label 0.50
1310816 -- 2247678 [label 0.50
1310816 -- 1728962 [label 0.50
1310816 -- 1209048 [label 0.50
1310816 -- 682316 [label 0.50
1310816 -- 423895 [label 0.50
1310816 -- 166092 [label 0.50
1310816 -- 1219043 [label 0.67
1310816 -- 1482129 [label 0.50
1310816 -- 3055811 [label 0.67
1310816 -- 2269643 [label 0.67
1310816 -- 260703 [label 0.67
1310816 -- 1221766 [label 0.67
1310816 -- 960851 [label 0.50
1310816 -- 960981 [label 0.50
1310816 -- 960998 [label 0.50
1310816 -- 1747648 [label 0.50
1310816 -- 437995 [label 0.50
1310816 -- 962802 [label 0.67
1310816 -- 1226942 [label 0.67
1310816 -- 179360 [label 0.50
1310816 -- 2276664 [label 0.67
1310816 -- 703978 [label 0.67
1310816 -- 1228336 [label 0.50
1310816 -- 3066132 [label 0.67
1310816 -- 1647143 [label 0.50
1310816 -- 3066456 [label 0.50
1310816 -- 184219 [label 0.50
1310816 -- 1067919 [label 0.50
1310816 -- 2283471 [label 0.50
1310816 -- 2283825 [label 0.67
1310816 -- 2287801 [label 0.50
1310816 -- 2287912 [label 0.67
1310816 -- 2026056 [label 0.67
1310816 -- 1240952 [label 0.50
1310816 -- 979665 [label 0.67
1310816 -- 2816068 [label 0.50
1310816 -- 1768458 [label 0.67
1310816 -- 1244717 [label 0.67
1310816 -- 2293993 [label 0.50
1310816 -- 373243 [label 0.50
1310816 -- 863483 [label 0.50
1310816 -- 724492 [label 0.67
1310816 -- 200965 [label 0.67
1310816 -- 3348822 [label 0.67
1310816 -- 283711 [label 0.50
1310816 -- 296137 [label 0.67
1310816 -- 1770068 [label 0.67
1310816 -- 2303303 [label 0.67
1310816 -- 2131515 [label 0.50
1310816 -- 1519965 [label 0.50
1310816 -- 2308132 [label 0.67
1310816 -- 2046312 [label 0.50
1310816 -- 2309458 [label 0.50
1310816 -- 2276630 [label 0.67
1310816 -- 3360102 [label 0.50
1310816 -- 3443631 [label 0.50
1310816 -- 1263213 [label 0.67
1310816 -- 3006752 [label 0.50
1310816 -- 1001769 [label 0.67
1310816 -- 740368 [label 0.67
1310816 -- 1521540 [label 0.50
1310816 -- 1792039 [label 0.50
1310816 -- 2579099 [label 0.50
1310816 -- 2002959 [label 0.67
1310816 -- 222357 [label 0.50
1310816 -- 484625 [label 0.67
1310816 -- 222805 [label 0.67
1310816 -- 223774 [label 0.67
1310816 -- 486183 [label 0.67
1310816 -- 1011234 [label 0.67
1310816 -- 561809 [label 0.50
1310816 -- 1800943 [label 0.67
1310816 -- 2091551 [label 0.67
1310816 -- 2485279 [label 0.67
1310816 -- 1020246 [label 0.67
1310816 -- 2102869 [label 0.50
1310816 -- 678734 [label 0.50
1310816 -- 2075190 [label 0.67
1310816 -- 2599666 [label 0.67
1310816 -- 2600215 [label 0.67
1310816 -- 1744118 [label 0.67
1310816 -- 1815044 [label 0.67
1310816 -- 1292404 [label 0.50
1310816 -- 137824 [label 0.50
1310816 -- 2083423 [label 0.67
1310816 -- 1046418 [label 0.67
1310816 -- 250138 [label 0.67
1310816 -- 1824778 [label 0.67
